ambiguity_type,resolution,resolution_note,player_id,db_name,db_matches,db_intl_matches,db_club_matches,db_last_match,db_team_type,db_teams,db_reg_name_count,sheet_player_id,sheet_batting_name,sheet_country,sheet_major_teams,sheet_dob,sheet_intl_innings,sheet_club_t20_innings,sheet_playercard_url
A_db_name_collision,,,1eaac48d,Rashid Khan,2,2,0,2026-06-20 00:00:00,international,Belgium,4.0,1498680,Rashid Khan,Belgium,Belgium,1985-12-28T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1498680.html
C_exact_unique_evidence_failed,,,d70473e8,AJ Neal,13,0,13,2026-06-19 00:00:00,/club,Hampshire,1.0,589887,AJ Neal,England,Hertfordshire,1999-10-11T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/589887.html
C_exact_unique_evidence_failed,,,413aa65b,CM Falconer,8,0,8,2026-06-19 00:00:00,/club,Middlesex,1.0,1434859,CM Falconer,England,England Under-19s|Middlesex 2nd XI,2006-09-14T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1434859.html
B_sheet_name_country_collision,,,c1fdfb46,P Rathnayake,54,20,34,2026-06-14 00:00:00,international/club,Kandy Falcons|Colombo Cricket Club|Sri Lanka,,1254755,P Rathnayake,Sri Lanka,Sri Lanka Army,1989-07-28T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/1254755.html
B_sheet_name_country_collision,,,c1fdfb46,P Rathnayake,54,20,34,2026-06-14 00:00:00,international/club,Kandy Falcons|Colombo Cricket Club|Sri Lanka,,1171180,P Rathnayake,Sri Lanka,Sri Lanka|B-Love Kandy|Colombo Cricket Club|Dambulla|Delhi Bulls|Islamabad United|Kandy Falcons|Police Sports Club|SLC Blues|SLC Greens|Sri Lanka A|Sri Lanka Emerging Players|Sri Lanka Under-19s,2002-08-24T00:00Z,18,44,https://www.espncricinfo.com/ci/content/player/1171180.html
A_db_name_collision,,,670e6804,Junaid Khan,9,9,0,2026-06-14 00:00:00,international,Finland,3.0,259551,Junaid Khan,Pakistan,Pakistan|Abbottabad|Abbottabad Falcons|Lancashire|Middlesex|Multan Sultans|Pakistan Under-19s|Peshawar Zalmi|Rangpur Riders,1989-12-24T00:00Z,170,341,https://www.espncricinfo.com/ci/content/player/259551.html
A_db_name_collision,,,670e6804,Junaid Khan,9,9,0,2026-06-14 00:00:00,international,Finland,3.0,1274040,Junaid Khan,Portugal,Portugal,1985-06-07T00:00Z,40,40,https://www.espncricinfo.com/ci/content/player/1274040.html
A_db_name_collision,,,670e6804,Junaid Khan,9,9,0,2026-06-14 00:00:00,international,Finland,3.0,1496497,Junaid Khan,Finland,Finland,1998-04-11T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/1496497.html
C_exact_unique_evidence_failed,,,219cc59e,DY Pennington,164,0,164,2026-06-12 00:00:00,/club,Nottinghamshire|Worcestershire|Northern Superchargers|Birmingham Phoenix|Trent Rockets,1.0,1094569,DY Pennington,England,Birmingham Phoenix (Men)|Sunrisers Leeds (Men)|Shropshire|Trent Rockets (Men),1999-02-26T00:00Z,0,148,https://www.espncricinfo.com/ci/content/player/1094569.html
C_exact_unique_evidence_failed,,,acb94221,RA Weatherall,23,0,23,2026-06-12 00:00:00,/club,Northamptonshire,1.0,1318286,RA Weatherall,England,England Under-19s|Northamptonshire 2nd XI,2004-10-24T00:00Z,0,18,https://www.espncricinfo.com/ci/content/player/1318286.html
C_exact_unique_evidence_failed,,,aae2eb6c,HC Darley,13,0,13,2026-06-12 00:00:00,/club,Worcestershire,1.0,1325567,HC Darley,England,Worcestershire 2nd XI,,0,8,https://www.espncricinfo.com/ci/content/player/1325567.html
C_exact_unique_evidence_failed,,,bf659c0f,AM Foreman,13,0,13,2026-06-12 00:00:00,/club,Worcestershire|Kent|Sussex,1.0,1278003,AM Foreman,England,England Under-19s|Sussex 2nd XI,2004-05-13T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1278003.html
A_db_name_collision,,,0cd297b9,K Joshi,65,65,0,2026-06-10 00:00:00,international,Nepal,2.0,1101787,K Joshi,Austria,Austria,1988-11-29T00:00Z,8,8,https://www.espncricinfo.com/ci/content/player/1101787.html
A_db_name_collision,,,cfece11f,N Joshi,27,26,1,2026-06-10 00:00:00,international/club,Oman|Arunachal Pradesh,2.0,1090621,N Joshi,Nepal,Biratnagar Super Kings|Dhangadhi XI|Lalitpur Patriots|Nepal A|Nepal Under-16s|Sudur Paschim Province,2001-01-29T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1090621.html
A_db_name_collision,,,a1e80d06,A Shukla,69,69,0,2026-06-08 00:00:00,international,Hong Kong,2.0,1167779,A Shukla,Hong Kong,Hong Kong|Hong Kong Under-19s,2002-10-28T00:00Z,111,117,https://www.espncricinfo.com/ci/content/player/1167779.html
A_db_name_collision,,,a1e80d06,A Shukla,69,69,0,2026-06-08 00:00:00,international,Hong Kong,2.0,1445602,A Shukla,Croatia,Croatia,1991-09-30T00:00Z,7,7,https://www.espncricinfo.com/ci/content/player/1445602.html
A_db_name_collision,,,8dc152d1,D Jansen,39,0,39,2026-06-07 00:00:00,/club,St Kitts and Nevis Patriots|North West|Mumbai Indians|Joburg Super Kings|Gloucestershire,2.0,595954,D Jansen,South Africa,Joburg Super Kings|MI Cape Town|Mumbai Indians|North West|North West Under-13s|St Kitts and Nevis Patriots,2000-05-01T00:00Z,0,98,https://www.espncricinfo.com/ci/content/player/595954.html
A_db_name_collision,,,8dc152d1,D Jansen,39,0,39,2026-06-07 00:00:00,/club,St Kitts and Nevis Patriots|North West|Mumbai Indians|Joburg Super Kings|Gloucestershire,2.0,1058501,D Jansen,Isle of Man,Isle of Man,2006-03-10T00:00Z,19,19,https://www.espncricinfo.com/ci/content/player/1058501.html
C_exact_unique_evidence_failed,,,5c86c3c2,JPA Taylor,35,0,35,2026-06-07 00:00:00,/club,Surrey|Kent,1.0,1044665,JPA Taylor,England,Derbyshire|Derbyshire 2nd XI,2001-01-19T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/1044665.html
A_db_name_collision,,,6f14ddcb,Maaz Khan,27,27,0,2026-06-07 00:00:00,international,Lesotho,2.0,1161605,Maaz Khan,Pakistan,Federal Areas|Lahore Qalandars|Lahore Qalandars|Mid West Rhinos,2003-03-01T00:00Z,0,41,https://www.espncricinfo.com/ci/content/player/1161605.html
A_db_name_collision,,,6f14ddcb,Maaz Khan,27,27,0,2026-06-07 00:00:00,international,Lesotho,2.0,1163142,Maaz Khan,Lesotho,Lesotho,1997-04-28T00:00Z,31,31,https://www.espncricinfo.com/ci/content/player/1163142.html
A_db_name_collision,,,fde53ec1,Adil Butt,24,24,0,2026-06-07 00:00:00,international,Eswatini,2.0,1217293,Adil Butt,Saudi Arabia,Saudi Arabia,1992-03-31T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/1217293.html
A_db_name_collision,,,fde53ec1,Adil Butt,24,24,0,2026-06-07 00:00:00,international,Eswatini,2.0,1347279,Adil Butt,Eswatini,Eswatini,1988-12-31T00:00Z,56,56,https://www.espncricinfo.com/ci/content/player/1347279.html
C_exact_unique_evidence_failed,,,b3c19360,HE Hurle,10,0,10,2026-06-07 00:00:00,/club,Glamorgan,1.0,1276118,HE Hurle,England,England Under-19s|Glamorgan 2nd XI,2004-11-11T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/1276118.html
A_db_name_collision,,,81416a78,Muhammad Farooq,4,4,0,2026-06-07 00:00:00,international,Eswatini,2.0,1241271,Muhammad Farooq,United Arab Emirates,United Arab Emirates|Dubai Capitals|Fujairah,1992-10-05T00:00Z,32,35,https://www.espncricinfo.com/ci/content/player/1241271.html
A_db_name_collision,,,81416a78,Muhammad Farooq,4,4,0,2026-06-07 00:00:00,international,Eswatini,2.0,1323402,Muhammad Farooq,Cyprus,Cyprus,1998-02-03T00:00Z,2,2,https://www.espncricinfo.com/ci/content/player/1323402.html
A_db_name_collision,,,81416a78,Muhammad Farooq,4,4,0,2026-06-07 00:00:00,international,Eswatini,2.0,1163171,Muhammad Farooq,Eswatini,Eswatini,1982-02-18T00:00Z,12,12,https://www.espncricinfo.com/ci/content/player/1163171.html
D_female_db_vs_male_sheet,,,70c36d4d,Disna Jayasooriya,2,2,0,2026-06-07 00:00:00,international,Bahrain,1.0,1535795,Disna Jayasooriya,Bahrain,Bahrain Women,1986-02-11T00:00Z,0,0,https://www.espncricinfo.com/ci/content/player/1535795.html
C_exact_unique_evidence_failed,,,fe1e8fe9,J Minto,10,0,10,2026-06-06 00:00:00,/club,Durham,1.0,1440260,J Minto,England,Durham 2nd XI|England Under-19s,2007-11-26T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1440260.html
A_db_name_collision,,,2af2427a,A Tomar,5,5,0,2026-06-06 00:00:00,international,Singapore,2.0,1081183,A Tomar,India,Bikaner Desert Challengers|Kolkata Knight Riders|Rajasthan,1995-03-14T00:00Z,0,20,https://www.espncricinfo.com/ci/content/player/1081183.html
C_exact_unique_evidence_failed,,,af24d8de,M Lumsden,8,0,8,2026-06-05 00:00:00,/club,Hampshire,1.0,1488180,M Lumsden,England,England Under-19s|Hampshire 2nd XI,2008-11-03T00:00Z,0,10,https://www.espncricinfo.com/ci/content/player/1488180.html
A_db_name_collision,,,8e554b6b,Abdul Samad,27,11,16,2026-06-04 00:00:00,international/club,Peshawar Zalmi|Pakistan,3.0,1073106,Abdul Samad,Pakistan,Pakistan|Pakistan A|Pakistan International Airlines|Pakistan A|Peshawar Zalmi,1998-01-25T00:00Z,8,40,https://www.espncricinfo.com/ci/content/player/1073106.html
A_db_name_collision,,,8e554b6b,Abdul Samad,27,11,16,2026-06-04 00:00:00,international/club,Peshawar Zalmi|Pakistan,3.0,1175485,Abdul Samad,India,Jammu & Kashmir|Lucknow Super Giants|Sunrisers Hyderabad,2001-10-28T00:00Z,0,131,https://www.espncricinfo.com/ci/content/player/1175485.html
A_db_name_collision,,,8e554b6b,Abdul Samad,27,11,16,2026-06-04 00:00:00,international/club,Peshawar Zalmi|Pakistan,3.0,1431566,Abdul Samad,Japan,Japan,1994-01-15T00:00Z,26,26,https://www.espncricinfo.com/ci/content/player/1431566.html
A_db_name_collision,,,20f9e6b1,J Wilson,53,0,53,2026-06-02 00:00:00,/club,North-West Warriors,2.0,1233704,J Wilson,Ireland,North-West Warriors,,0,52,https://www.espncricinfo.com/ci/content/player/1233704.html
A_db_name_collision,,,20f9e6b1,J Wilson,53,0,53,2026-06-02 00:00:00,/club,North-West Warriors,2.0,1493419,J Wilson,Gibraltar,Gibraltar,2004-12-19T00:00Z,10,10,https://www.espncricinfo.com/ci/content/player/1493419.html
A_db_name_collision,,,5f547c8b,Rashid Khan,395,1,394,2026-05-31 00:00:00,international/club,MI Emirates|MI New York|ICC World XI|Comilla Victorians|Sunrisers Hyderabad,4.0,42421,Rashid Khan,Pakistan,Pakistan|Karachi|Pakistan International Airlines|Public Works Department|Sindh,1959-12-15T00:00Z,56,0,https://www.espncricinfo.com/ci/content/player/42421.html
A_db_name_collision,,,5f547c8b,Rashid Khan,395,1,394,2026-05-31 00:00:00,international/club,MI Emirates|MI New York|ICC World XI|Comilla Victorians|Sunrisers Hyderabad,4.0,793463,Rashid Khan,Afghanistan,Afghanistan|ACB Development Squad|Adelaide Strikers|Afghanistan Under-19s|Afghanistan XI|Band-e-Amir Dragons|Band-e-Amir Region|Bangla Tigers|Barbados Royals|Boost Defenders|Boost Defenders|Comilla Victorians|Durban Heat|Gujarat Titans|Guyana Amazon Warriors|World-XI|Kabul|Kabul Eagles|Lahore Qalandars|Maratha Arabians|MI Cape Town|MI Emirates|MI New York|Mis Ainak Region|Nangarhar Leopards|MI London (Men)|Quetta Gladiators|Speen Ghar Region|St Kitts and Nevis Patriots|Sunrisers Hyderabad|Sussex|Sussex 2nd XI|Trent Rockets (Men),1998-09-20T00:00Z,454,1045,https://www.espncricinfo.com/ci/content/player/793463.html
A_db_name_collision,,,5f547c8b,Rashid Khan,395,1,394,2026-05-31 00:00:00,international/club,MI Emirates|MI New York|ICC World XI|Comilla Victorians|Sunrisers Hyderabad,4.0,1161020,Rashid Khan,Nepal,Nepal|Central Development Region|Dhangadhi Stars|Kathmandu Goldens|Lalitpur Patriots|Nepal Under-19s|Pokhara Paltan|Province Number 2,2001-02-21T00:00Z,4,10,https://www.espncricinfo.com/ci/content/player/1161020.html
A_db_name_collision,,,5f547c8b,Rashid Khan,395,1,394,2026-05-31 00:00:00,international/club,MI Emirates|MI New York|ICC World XI|Comilla Victorians|Sunrisers Hyderabad,4.0,1498680,Rashid Khan,Belgium,Belgium,1985-12-28T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1498680.html
A_db_name_collision,,,12314277,Arshad Khan,29,0,29,2026-05-31 00:00:00,/club,Lucknow Super Giants|Mumbai Indians|Gujarat Titans|Madhya Pradesh,2.0,39005,Arshad Khan,Pakistan,Pakistan|Allied Bank|ICL Pakistan XI|Islamabad|Lahore Badshahs|Pakistan Railways|Peshawar|Peshawar|Quetta|Quetta,1971-03-22T00:00Z,114,18,https://www.espncricinfo.com/ci/content/player/39005.html
A_db_name_collision,,,12314277,Arshad Khan,29,0,29,2026-05-31 00:00:00,/club,Lucknow Super Giants|Mumbai Indians|Gujarat Titans|Madhya Pradesh,2.0,973953,Arshad Khan,Afghanistan,Nangarhar Province Under-17s|Speen Ghar Region,,0,4,https://www.espncricinfo.com/ci/content/player/973953.html
A_db_name_collision,,,12314277,Arshad Khan,29,0,29,2026-05-31 00:00:00,/club,Lucknow Super Giants|Mumbai Indians|Gujarat Titans|Madhya Pradesh,2.0,1244751,Arshad Khan,India,Gujarat Titans|Lucknow Super Giants|Madhya Pradesh|Mumbai Indians,1997-12-20T00:00Z,0,61,https://www.espncricinfo.com/ci/content/player/1244751.html
A_db_name_collision,,,23393635,D Forrester,28,5,23,2026-05-31 00:00:00,international/club,Knights|Rawalpindiz|South Africa|Kent|Joburg Super Kings,2.0,696471,D Forrester,South Africa,Joburg Super Kings|Limpopo Under-13s|Rawalpindiz,2000-06-07T00:00Z,6,54,https://www.espncricinfo.com/ci/content/player/696471.html
A_db_name_collision,,,612a395c,S Singh,63,63,0,2026-05-30 00:00:00,international,Kenya,2.0,33838,S Singh,India,Bengal|Royal Bengal Tigers,1979-09-15T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/33838.html
A_db_name_collision,,,612a395c,S Singh,63,63,0,2026-05-30 00:00:00,international,Kenya,2.0,1107669,S Singh,Kenya,Kenya|Kenya Under-19s,2001-02-11T00:00Z,54,56,https://www.espncricinfo.com/ci/content/player/1107669.html
A_db_name_collision,,,612a395c,S Singh,63,63,0,2026-05-30 00:00:00,international,Kenya,2.0,1167314,S Singh,Philippines,Philippines,1991-07-26T00:00Z,10,10,https://www.espncricinfo.com/ci/content/player/1167314.html
A_db_name_collision,,,612a395c,S Singh,63,63,0,2026-05-30 00:00:00,international,Kenya,2.0,1204648,S Singh,Portugal,Portugal,1985-04-12T00:00Z,1,1,https://www.espncricinfo.com/ci/content/player/1204648.html
A_db_name_collision,,,21b67523,F Mutua,28,28,0,2026-05-29 00:00:00,international,Kenya,2.0,1178071,F Mutua,Kenya,Kenya|Kenya Under-19s,2002-02-26T00:00Z,41,45,https://www.espncricinfo.com/ci/content/player/1178071.html
C_exact_unique_evidence_failed,,,ecdd6cc9,VL Jani,12,0,12,2026-05-29 00:00:00,/club,Warwickshire|Birmingham Bears,1.0,1436868,VL Jani,England,Middlesex 2nd XI,2005-06-06T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/1436868.html
A_db_name_collision,,,d7423da1,S Arora,14,0,14,2026-05-27 00:00:00,/club,Sunrisers Hyderabad,2.0,1199281,S Arora,India,India Under-19s|Punjab|Punjab Under-19s|Sunrisers Hyderabad,2002-11-07T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1199281.html
A_db_name_collision,,,26f1d66c,Farhan Ahmed,22,0,22,2026-05-25 00:00:00,/club,Nottinghamshire|Manchester Originals,2.0,950311,Farhan Ahmed,United Arab Emirates,United Arab Emirates|Danube Lions,1988-10-31T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/950311.html
A_db_name_collision,,,26f1d66c,Farhan Ahmed,22,0,22,2026-05-25 00:00:00,/club,Nottinghamshire|Manchester Originals,2.0,1318270,Farhan Ahmed,England,England Lions|England Under-19s|Manchester Super Giants (Men)|Nottinghamshire|Nottinghamshire 2nd XI,2008-02-22T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1318270.html
B_sheet_name_country_collision,,,740742ef,RG Sharma,779,498,281,2026-05-24 00:00:00,international/club,Deccan Chargers|India|Mumbai Indians,,235902,RG Sharma,India,Rajasthan,1983-11-07T00:00Z,0,7,https://www.espncricinfo.com/ci/content/player/235902.html
B_sheet_name_country_collision,,,740742ef,RG Sharma,779,498,281,2026-05-24 00:00:00,international/club,Deccan Chargers|India|Mumbai Indians,,34102,RG Sharma,India,India|Air India|Deccan Chargers|India A|India Blue|India Green|India Red|India Under-19s|Indian Board President's XI|Indian Oil Corporation XI|Mumbai|Mumbai Board Presidents XI|Mumbai Cricket Association XI|Mumbai Indians|Mumbai Under-19s|Rest of India|West Zone,1987-04-30T00:00Z,486,525,https://www.espncricinfo.com/ci/content/player/34102.html
A_db_name_collision,,,0a509d6b,RK Singh,153,43,110,2026-05-24 00:00:00,international/club,India|Kolkata Knight Riders|Uttar Pradesh,2.0,723105,RK Singh,India,India|Punjab Kings|Kolkata Knight Riders|Uttar Pradesh|Uttar Pradesh Under-19s,1997-10-12T00:00Z,50,201,https://www.espncricinfo.com/ci/content/player/723105.html
A_db_name_collision,,,0a509d6b,RK Singh,153,43,110,2026-05-24 00:00:00,international/club,India|Kolkata Knight Riders|Uttar Pradesh,2.0,1463383,RK Singh,Mexico,Mexico,1988-05-05T00:00Z,4,4,https://www.espncricinfo.com/ci/content/player/1463383.html
B_sheet_name_country_collision,,,e4cdf230,AS Roy,48,0,48,2026-05-24 00:00:00,/club,Jharkhand|Mumbai Indians|Kolkata Knight Riders,,1079839,AS Roy,India,Bihar|India B|India Under-19s|Indian Colts Under-19s|Jharkhand|Jharkhand Under-19s|Kolkata Knight Riders|Mumbai Indians,1998-11-30T00:00Z,0,151,https://www.espncricinfo.com/ci/content/player/1079839.html
B_sheet_name_country_collision,,,e4cdf230,AS Roy,48,0,48,2026-05-24 00:00:00,/club,Jharkhand|Mumbai Indians|Kolkata Knight Riders,,425955,AS Roy,India,Assam Cricket Association XI,1987-02-20T00:00Z,0,7,https://www.espncricinfo.com/ci/content/player/425955.html
A_db_name_collision,,,8e514b4c,Abdul Samad,89,0,89,2026-05-23 00:00:00,/club,Sunrisers Hyderabad|Jammu & Kashmir|Lucknow Super Giants,3.0,1073106,Abdul Samad,Pakistan,Pakistan|Pakistan A|Pakistan International Airlines|Pakistan A|Peshawar Zalmi,1998-01-25T00:00Z,8,40,https://www.espncricinfo.com/ci/content/player/1073106.html
A_db_name_collision,,,8e514b4c,Abdul Samad,89,0,89,2026-05-23 00:00:00,/club,Sunrisers Hyderabad|Jammu & Kashmir|Lucknow Super Giants,3.0,1175485,Abdul Samad,India,Jammu & Kashmir|Lucknow Super Giants|Sunrisers Hyderabad,2001-10-28T00:00Z,0,131,https://www.espncricinfo.com/ci/content/player/1175485.html
A_db_name_collision,,,8e514b4c,Abdul Samad,89,0,89,2026-05-23 00:00:00,/club,Sunrisers Hyderabad|Jammu & Kashmir|Lucknow Super Giants,3.0,1431566,Abdul Samad,Japan,Japan,1994-01-15T00:00Z,26,26,https://www.espncricinfo.com/ci/content/player/1431566.html
A_db_name_collision,,,c33d8116,Mohsin Khan,58,0,58,2026-05-23 00:00:00,/club,Lucknow Super Giants|Uttar Pradesh,2.0,41303,Mohsin Khan,Pakistan,Pakistan|Habib Bank Limited|Karachi|Pakistan Railways|Pakistan Universities|Sindh,1955-03-15T00:00Z,77,0,https://www.espncricinfo.com/ci/content/player/41303.html
A_db_name_collision,,,c33d8116,Mohsin Khan,58,0,58,2026-05-23 00:00:00,/club,Lucknow Super Giants|Uttar Pradesh,2.0,919535,Mohsin Khan,Hong Kong,Hong Kong Cricket Association Under-19s,1998-08-03T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/919535.html
A_db_name_collision,,,c33d8116,Mohsin Khan,58,0,58,2026-05-23 00:00:00,/club,Lucknow Super Giants|Uttar Pradesh,2.0,1132005,Mohsin Khan,India,Lucknow Super Giants|Mumbai Indians|Uttar Pradesh|Uttar Pradesh Under-16s|Uttar Pradesh Under-19s,1998-07-15T00:00Z,0,130,https://www.espncricinfo.com/ci/content/player/1132005.html
A_db_name_collision,,,e8a552ef,Usman Khan,38,38,0,2026-05-23 00:00:00,international,France,2.0,316313,Usman Khan,Pakistan,Abbottabad,1985-05-14T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/316313.html
A_db_name_collision,,,e8a552ef,Usman Khan,38,38,0,2026-05-23 00:00:00,international,France,2.0,467829,Usman Khan,France,France|France Under-17s,1990-10-06T00:00Z,62,62,https://www.espncricinfo.com/ci/content/player/467829.html
A_db_name_collision,,,e8a552ef,Usman Khan,38,38,0,2026-05-23 00:00:00,international,France,2.0,1123428,Usman Khan,Pakistan,Pakistan|Brampton Wolves|Chattogram Challengers|Chittagong Kings|Delhi Bulls|Dhaka Capitals|Gulf Giants|Hyderabad Kingsmen|Karachi Whites|Multan Sultans|Quetta Gladiators,1995-05-10T00:00Z,38,108,https://www.espncricinfo.com/ci/content/player/1123428.html
B_sheet_name_country_collision,,,e8a552ef,Usman Khan,38,38,0,2026-05-23 00:00:00,international,France,,1123428,Usman Khan,Pakistan,Pakistan|Brampton Wolves|Chattogram Challengers|Chittagong Kings|Delhi Bulls|Dhaka Capitals|Gulf Giants|Hyderabad Kingsmen|Karachi Whites|Multan Sultans|Quetta Gladiators,1995-05-10T00:00Z,38,108,https://www.espncricinfo.com/ci/content/player/1123428.html
B_sheet_name_country_collision,,,e8a552ef,Usman Khan,38,38,0,2026-05-23 00:00:00,international,France,,316313,Usman Khan,Pakistan,Abbottabad,1985-05-14T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/316313.html
A_db_name_collision,,,c439461b,Ahmed Hassan,26,26,0,2026-05-23 00:00:00,international,Switzerland,2.0,387120,Ahmed Hassan,Maldives,Maldives|Maldives Under-15s|Maldives Under-19s,1989-07-01T00:00Z,29,29,https://www.espncricinfo.com/ci/content/player/387120.html
A_db_name_collision,,,c439461b,Ahmed Hassan,26,26,0,2026-05-23 00:00:00,international,Switzerland,2.0,1209330,Ahmed Hassan,Switzerland,Italy|Switzerland,1995-06-18T00:00Z,24,24,https://www.espncricinfo.com/ci/content/player/1209330.html
A_db_name_collision,,,54909313,Sajid Khan,10,10,0,2026-05-23 00:00:00,international,Croatia,2.0,625419,Sajid Khan,India,Vidarbha,1989-09-09T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/625419.html
A_db_name_collision,,,54909313,Sajid Khan,10,10,0,2026-05-23 00:00:00,international,Croatia,2.0,1062812,Sajid Khan,Pakistan,Pakistan|Khan Research Labs|Khyber Pakhtunkhwa|Pakistan A|Panthers (Pakistan)|Peshawar|Somerset,1993-09-03T00:00Z,0,29,https://www.espncricinfo.com/ci/content/player/1062812.html
A_db_name_collision,,,54909313,Sajid Khan,10,10,0,2026-05-23 00:00:00,international,Croatia,2.0,1445609,Sajid Khan,Croatia,Croatia,2001-06-26T00:00Z,14,14,https://www.espncricinfo.com/ci/content/player/1445609.html
A_db_name_collision,,,f915844b,Tarun Sharma,14,14,0,2026-05-22 00:00:00,international,Slovenia,2.0,463068,Tarun Sharma,Mexico,Mexico,1972-04-29T00:00Z,11,11,https://www.espncricinfo.com/ci/content/player/463068.html
A_db_name_collision,,,f915844b,Tarun Sharma,14,14,0,2026-05-22 00:00:00,international,Slovenia,2.0,1301435,Tarun Sharma,India,Sikkim,2003-10-27T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/1301435.html
A_db_name_collision,,,f915844b,Tarun Sharma,14,14,0,2026-05-22 00:00:00,international,Slovenia,2.0,1440692,Tarun Sharma,Slovenia,Slovenia,1992-06-07T00:00Z,14,14,https://www.espncricinfo.com/ci/content/player/1440692.html
C_exact_unique_evidence_failed,,,349c5e58,RMR Brathwaite,8,8,0,2026-05-22 00:00:00,international,Cyprus,1.0,244499,RMR Brathwaite,England,West Indies|Cambridge Marylebone Cricket Club University|Combined Campuses and Colleges|Durham|Durham 2nd XI|Hampshire|Hampshire 2nd XI|Loughborough Marylebone Cricket Club University (England)|Marylebone Cricket Club|Surrey 2nd XI,1985-09-06T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/244499.html
C_exact_unique_evidence_failed,,,d821ea56,JL Kovacic,4,4,0,2026-05-22 00:00:00,international,Slovenia,1.0,1536761,JL Kovacic,Slovakia,Slovenia,1994-01-26T00:00Z,8,8,https://www.espncricinfo.com/ci/content/player/1536761.html
C_exact_unique_evidence_failed,,,26f40d94,AS Kumaran,2,2,0,2026-05-22 00:00:00,international,Slovenia,1.0,1536762,AS Kumaran,Slovakia,Slovenia,1996-05-17T00:00Z,3,3,https://www.espncricinfo.com/ci/content/player/1536762.html
A_db_name_collision,,,21dbacff,Abdul Samad,19,19,0,2026-05-18 00:00:00,international,Japan,3.0,1073106,Abdul Samad,Pakistan,Pakistan|Pakistan A|Pakistan International Airlines|Pakistan A|Peshawar Zalmi,1998-01-25T00:00Z,8,40,https://www.espncricinfo.com/ci/content/player/1073106.html
